Id,Label,Publication,V,P,DOI,Title,Publication_Year,Document_Type,WoS_ID,Citation_context,Explanans,Explanadum,Combined_Title_Classification,Serum_cholesterol _(SC),Blood_Pressure_(BP),Coffee_(C) ,Diet_(D),Smoking_(S),Alcohol_(A),Physical_Activity_(PA),Body_Fatness_(BF),Indegree,Outdegree,Main_component,Cluster,Cluster_Name
342,MCGILL HC, AM J CLIN NUTR, V32, P2664,,RELATIONSHIP OF DIETARY-CHOLESTEROL TO SERUM-CHOLESTEROL CONCENTRATION AND TO ATHEROSCLEROSIS IN MAN,1979,Article,WOS:A1979JA58000010,Yes,DIET,BLOOD LIPIDS|CHD,DIET|BLOOD LIPIDS,SC,,,D,,,,,5,14,Yes,3,Diet 
343,STLEGER AS, LANCET, V1, P1017, 10.1016/S0140-6736(79)92765-X,FACTORS ASSOCIATED WITH CARDIAC MORTALITY IN DEVELOPED-COUNTRIES WITH PARTICULAR REFERENCE TO THE CONSUMPTION OF WINE,1979,Article,WOS:A1979GU58000014,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,5,5,Yes,6,Alcohol 
344,KANNEL WB, ARCH INTERN MED, V139, P857, 10.1001/ARCHINTE.139.8.857,SOME HEALTH BENEFITS OF PHYSICAL-ACTIVITY - FRAMINGHAM-STUDY,1979,Article,WOS:A1979HG12100003,Yes,EXERCISE,UNSPECIFIED,EXERCISE,,,,,,,PA,,4,7,Yes,5,Physical activity 
345,KLATSKY AL, ALCOHOL CLIN EXP RES, V3, P33, 10.1111/J.1530-0277.1979.TB04764.X,"ALCOHOL USE, MYOCARDIAL-INFARCTION, SUDDEN CARDIAC DEATH, AND HYPERTENSION",1979,Article,WOS:A1979GG50000008,Yes,ALCOHOL,CHD|HYPERTENSION,ALCOHOL|HYPERTENSION,,,,,,A,,,3,6,Yes,6,Alcohol 
346,THOMAS GS, PREV MED, V8, P89, 10.1016/0091-7435(79)90032-X,PHYSICAL-ACTIVITY AND HEALTH - EPIDEMIOLOGIC AND CLINICAL-EVIDENCE AND POLICY IMPLICATIONS,1979,Review,WOS:A1979GL92800009,Yes,EXERCISE,UNSPECIFIED,EXERCISE,,,,,,,PA,,2,8,Yes,5,Physical activity 
347,CALLAHAN MM, AM J CLIN NUTR, V32, P834,,"EFFECT OF COFFEE CONSUMPTION ON PLASMA-LIPIDS, LIPOPROTEINS, AND THE DEVELOPMENT OF AORTIC ATHEROSCLEROSIS IN RHESUS-MONKEYS FED AN ATHEROGENIC DIET",1979,Article,WOS:A1979GS59800030,Yes,CAFFEINE,BLOOD LIPIDS|CHD,CAFFEINE|BLOOD LIPIDS,,,C,,,,,,1,18,Yes,2,Caffeine 
348,BARAONA E, J LIPID RES, V20, P289,,EFFECTS OF ETHANOL ON LIPID-METABOLISM,1979,Review,WOS:A1979GP24200001,Yes,ALCOHOL,BLOOD LIPIDS,ALCOHOL|BLOOD LIPIDS,,,,,,A,,,0,5,Yes,6,Alcohol 
349,DYER AR, CIRCULATION, V60, P914, 10.1161/01.CIR.60.4.914,SELF-SCORING 5-QUESTION RISK TEST FOR CORONARY HEART-DISEASE,1979,Article,WOS:A1979HN05700025,Yes,METHOD,CHD,Unspecified CHD,,,,,,,,,0,4,Yes,4,Body fatness and Unspecified CHD 
350,MENOTTI A, SCAND J WORK ENV HEA, V5, P100, 10.5271/SJWEH.2663,"10-YEAR MORTALITY FROM CORONARY HEART-DISEASE AMONG 172,000 MEN CLASSIFIED BY OCCUPATIONAL PHYSICAL-ACTIVITY",1979,Article,WOS:A1979HB80200003,Yes,EXERCISE,CHD,EXERCISE,,,,,,,PA,,0,7,Yes,5,Physical activity 
351,NOPPA H, AM J CLIN NUTR, V32, P1388,,BODY-COMPOSITION IN MIDDLE-AGED WOMEN WITH SPECIAL REFERENCE TO THE CORRELATION BETWEEN BODY-FAT MASS AND ANTHROPOMETRIC DATA,1979,Article,WOS:A1979HC86800005,Yes,UNSPECIFIED,BODY WEIGHT,BODY WEIGHT,,,,,,,,BF,0,5,Yes,4,Body fatness and Unspecified CHD 
352,RABKIN SW, AM J EPIDEMIOL, V109, P650, 10.1093/OXFORDJOURNALS.AJE.A112728,LONGITUDINAL BLOOD-PRESSURE MEASUREMENTS DURING A 26-YEAR OBSERVATION PERIOD AND THE RISK OF ISCHEMIC HEART-DISEASE,1979,Article,WOS:A1979GY57900004,Yes,HYPERTENSION,CHD,HYPERTENSION,,BP,,,,,,,0,6,Yes,4,Body fatness and Unspecified CHD 
353,RISSANEN AM, BRIT HEART J, V42, P373,,AGGREGATION OF CORONARY RISK-FACTORS IN FAMILIES OF MEN WITH FATAL AND NON-FATAL CORONARY HEART-DISEASE,1979,Article,WOS:A1979HS76800001,Yes,UNSPECIFIED,CHD,Unspecified CHD,SC,,,,,,,,0,6,Yes,0,Serum cholesterol and Unspecified CHD 
354,SHEEHAN DV, BRIT J ALCOHOL ALCOH, V14, P234,,POSSIBLE HARMFUL EFFECTS OF ALCOHOL INGESTION DURING REHABILITATION OF PATIENTS FOLLOWING MYOCARDIAL-INFARCTION,1979,Article,WOS:A1979JD98100008,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,0,2,Yes,6,Alcohol 
355,SOUCHEK J, J CHRON DIS, V32, P197, 10.1016/0021-9681(79)90065-1,VALUE OF 2 OR 3 VERSUS A SINGLE READING OF BLOOD-PRESSURE AT A 1ST VISIT,1979,Article,WOS:A1979GT31000002,Yes,UNSPECIFIED,HYPERTENSION,HYPERTENSION,,,,,,,,,0,2,Yes,4,Body fatness and Unspecified CHD 
356,STAMLER R, J CHRON DIS, V32, P805, 10.1016/0021-9681(79)90060-2,ASYMPTOMATIC HYPERGLYCEMIA AND CORONARY HEART-DISEASE IN MIDDLE-AGED MEN IN 2 EMPLOYED POPULATIONS IN CHICAGO,1979,Article,WOS:A1979HZ53400014,Yes,BLOOD GLUCOSE,CHD,Unspecified CHD,,,,,,,,,0,2,Yes,3,Diet 
357,ASSMANN G, KLIN WOCHENSCHR, V58, P757, 10.1007/BF01478283,HDL CHOLESTEROL - CLINICAL AND PATHO-BIOCHEMICAL ASPECTS,1980,Article,WOS:A1980KC61600002,Foreign,,,,,,,,,,,,0,3,Yes,0,Serum cholesterol and Unspecified CHD 
358,RICHARD JL, REV EPIDEMIOL SANTE, V28, P461,,"FOOD LIPIDS, SERUM-CHOLESTEROL AND CORONARY HEART-DISEASE",1980,Article,WOS:A1980LF87800006,Foreign,,,,,,,,,,,,0,24,Yes,3,Diet 
359,BLACKWELDER WC, AM J MED, V68, P164, 10.1016/0002-9343(80)90350-2,ALCOHOL AND MORTALITY - HONOLULU HEART-STUDY,1980,Article,WOS:A1980JE60700003,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,4,10,Yes,6,Alcohol 
360,DYER AR, PREV MED, V9, P78, 10.1016/0091-7435(80)90060-2,ALCOHOL-CONSUMPTION AND 17-YEAR MORTALITY IN THE CHICAGO WESTERN ELECTRIC COMPANY STUDY,1980,Article,WOS:A1980JF22100005,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,,,,3,6,Yes,6,Alcohol 
361,KOZARAREVIC DJ, LANCET, V1, P613,,FREQUENCY OF ALCOHOL-CONSUMPTION AND MORBIDITY AND MORTALITY - YUGOSLAVIA CARDIOVASCULAR-DISEASE STUDY,1980,Article,WOS:A1980JJ97300001,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,3,7,Yes,6,Alcohol 
362,GARRISON RJ, METABOLISM, V29, P1053, 10.1016/0026-0495(80)90216-4,OBESITY AND LIPOPROTEIN CHOLESTEROL IN THE FRAMINGHAM OFFSPRING STUDY,1980,Article,WOS:A1980KR16400009,Yes,BODY WEIGHT,BLOOD LIPIDS,BODY WEIGHT|BLOOD LIPIDS,,,,,,,,BF,2,4,Yes,4,Body fatness and Unspecified CHD 
363,JAIN M, AM J EPIDEMIOL, V111, P212, 10.1093/OXFORDJOURNALS.AJE.A112888,EVALUATION OF A DIET HISTORY QUESTIONNAIRE FOR EPIDEMIOLOGIC STUDIES,1980,Article,WOS:A1980JF17000009,Yes,DIET,UNSPECIFIED,DIET,,,,,,,,,2,1,Yes,3,Diet 
364,LAPORTE RE, PREV MED, V9, P22, 10.1016/0091-7435(80)90057-2,RELATIONSHIP OF ALCOHOL-CONSUMPTION TO ATHEROSCLEROTIC HEART-DISEASE,1980,Article,WOS:A1980JF22100002,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,2,7,Yes,6,Alcohol 
365,ASSMANN G, NUTR METAB, V24, P19,,ROLE OF LOW-DENSITY AND HIGH-DENSITY LIPOPROTEINS IN ATHEROGENESIS,1980,Article,WOS:A1980KE57500004,Yes,BLOOD LIPIDS,CHD,BLOOD LIPIDS,SC,,,,,,,,1,2,Yes,0,Serum cholesterol and Unspecified CHD 
366,DYER AR, AM J EPIDEMIOL, V112, P736, 10.1093/OXFORDJOURNALS.AJE.A113046,HEART-RATE AS A PROGNOSTIC FACTOR FOR CORONARY HEART-DISEASE AND MORTALITY - FINDINGS IN 3 CHICAGO EPIDEMIOLOGIC STUDIES,1980,Article,WOS:A1980KU88400003,Yes,HEART RATE,CHD,Unspecified CHD,,,,,,,,,1,6,Yes,4,Body fatness and Unspecified CHD 
367,EVANS DA, AM HEART J, V100, P584, 10.1016/0002-8703(80)90678-X,ALCOHOL AND CORONARY HEART-DISEASE,1980,Note,WOS:A1980KK16500027,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,1,5,Yes,6,Alcohol 
368,KEYS A, NUTR REV, V38, P297,,"OVERWEIGHT, OBESITY, CORONARY HEART-DISEASE AND MORTALITY",1980,Article,WOS:A1980KM54100001,Yes,BODY WEIGHT,CHD,BODY WEIGHT,,,,,,,,,1,7,Yes,4,Body fatness and Unspecified CHD 
369,RAMIREZ J, AM J CLIN NUTR, V33, P2079,,LEUKOCYTE ASCORBIC-ACID AND ITS RELATIONSHIP TO CORONARY-ARTERY DISEASE IN MAN,1980,Article,WOS:A1980KK68100001,Yes,DIET,CHD,DIET,,,,,S,,,,0,1,No,,
370,SOLTERO I, HYPERTENSION, V2, P215, 10.1161/01.HYP.2.2.215,"SURVEY OF PATTERNS OF NON-PHARMACOLOGIC CARE FOR HYPERTENSIVE PATIENTS, INCLUDING RECOMMENDATIONS FOR THEIR CHILDREN",1980,Article,WOS:A1980JK03200014,Yes,UNSPECIFIED,HYPERTENSION,HYPERTENSION,,,C,,,,,,0,5,Yes,6,Alcohol 
371,THOMAS CB, JOHNS HOPKINS MED J, V146, P1,,HEALTH OF PHYSICIANS IN MIDLIFE IN RELATION TO USE OF ALCOHOL - PROSPECTIVE-STUDY OF A COHORT OF FORMER MEDICAL-STUDENTS,1980,Article,WOS:A1980JE59900001,Inaccessible,,,,,,,,,,,,0,8,Yes,6,Alcohol 
372,FAUVEL JM, ANN CARDIOL ANGEIOL, V30, P517,,ALCOHOL AND THE HEART,1981,Article,WOS:A1981MX32600012,Foreign,,,,,,,,,,,,0,6,Yes,6,Alcohol 
373,PFISTERER M, Z KARDIOL, V70, P104,,"SPORTS, PHYSICAL-ACTIVITY AND RISK FOR CORONARY HEART-DISEASE",1981,Article,WOS:A1981LG68200004,Foreign,,,,,,,,,,,,0,4,Yes,5,Physical activity 
374,ROBITAILLE NM, UNION MED CAN, V110, P977,,"RELATIONSHIP BETWEEN AGE, WEIGHT, SCHOLARITY LEVEL AND BLOOD-PRESSURE IN QUEBEC SUBURBS",1981,Article,WOS:A1981MS68400006,Foreign,,,,,,,,,,,,0,5,Yes,0,Serum cholesterol and Unspecified CHD 
375,SHEKELLE RB, NEW ENGL J MED, V304, P65, 10.1056/NEJM198101083040201,"DIET, SERUM-CHOLESTEROL, AND DEATH FROM CORONARY HEART-DISEASE - THE WESTERN-ELECTRIC STUDY",1981,Article,WOS:A1981KW14800001,Yes,DIET,BLOOD LIPIDS|CHD,DIET|BLOOD LIPIDS,,,,,,,,,11,5,Yes,3,Diet 
376,KAELBER C, CIRCULATION, V64, P1,,ALCOHOL-CONSUMPTION AND CARDIOVASCULAR-DISEASES - INTRODUCTORY-REMARKS,1981,Editorial Material,WOS:A1981MB94700001,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,4,7,Yes,6,Alcohol 
377,DYER AR, CIRCULATION, V64, P20,,"ALCOHOL, CARDIOVASCULAR RISK-FACTORS AND MORTALITY - THE CHICAGO EXPERIENCE",1981,Article,WOS:A1981MB94700004,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,,,,2,2,Yes,6,Alcohol 
378,DYER AR, J CHRON DIS, V34, P249, 10.1016/0021-9681(81)90030-8,SERUM-CHOLESTEROL AND RISK OF DEATH FROM CANCER AND OTHER CAUSES IN 3 CHICAGO EPIDEMIOLOGICAL-STUDIES,1981,Article,WOS:A1981LX91300003,Yes,BLOOD LIPIDS,CANCER,BLOOD LIPIDS,,,,,,,,,1,4,Yes,4,Body fatness and Unspecified CHD 
379,FRASER GE, J CHRON DIS, V34, P487, 10.1016/0021-9681(81)90009-6,DIET AND SERUM-CHOLESTEROL IN 7TH-DAY ADVENTISTS - A CROSS-SECTIONAL STUDY SHOWING SIGNIFICANT RELATIONSHIPS,1981,Article,WOS:A1981ML71800009,Yes,DIET,BLOOD LIPIDS,DIET|BLOOD LIPIDS,,,,D,,,,,1,6,Yes,3,Diet 
380,KHETARPAL VK, DRUG ALCOHOL DEPEN, V7, P1, 10.1016/0376-8716(81)90114-9,ALCOHOL AND CARDIOVASCULAR DISORDERS,1981,Review,WOS:A1981LK99200001,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,1,8,Yes,6,Alcohol 
381,SORLIE PD, AM HEART J, V101, P456, 10.1016/0002-8703(81)90136-8,HEMATOCRIT AND RISK OF CORONARY HEART-DISEASE - THE PUERTO-RICO HEART HEALTH-PROGRAM,1981,Article,WOS:A1981LJ94500014,Yes,OTHER BLOOD,CHD,Unspecified CHD,,,,,,,,,1,3,Yes,4,Body fatness and Unspecified CHD 
382,VOLLER RD, AM HEART J, V101, P815, 10.1016/0002-8703(81)90621-9,PEDIATRIC ASPECTS OF ATHEROSCLEROSIS,1981,Review,WOS:A1981LS34500018,Yes,UNSPECIFIED,CHD,Unspecified CHD,SC,,,,,,,,1,14,Yes,0,Serum cholesterol and Unspecified CHD 
383,[ANONYMOUS], LANCET, V1, P597,,SOFT FAT - HARDER EVIDENCE,1981,Editorial Material,WOS:A1981LF68800012,Yes,DIET,UNSPECIFIED,DIET,,,,D,,,,,0,4,Yes,3,Diet 
384,HICKEY N, CARDIOLOGY, V68, P180, 10.1159/000173279,TRENDS IN CIGARETTE-SMOKING AMONG CORONARY PATIENTS BETWEEN 1961 AND 1975,1981,Article,WOS:A1981MN86100006,Yes,SMOKING,CHD,SMOKING,SC,BP,,,S,,,,0,4,Yes,0,Serum cholesterol and Unspecified CHD 
385,INKELES S, MEDICINE, V60, P110, 10.1097/00005792-198103000-00004,HYPERLIPIDEMIA AND CORONARY ATHEROSCLEROSIS - A REVIEW,1981,Review,WOS:A1981LH11900004,Yes,BLOOD LIPIDS,CHD,BLOOD LIPIDS,SC,,,,,,,,0,5,Yes,0,Serum cholesterol and Unspecified CHD 
386,MCGILL HC, ARTERIOSCLEROSIS, V1, P164, 10.1161/01.ATV.1.3.164,UNRESOLVED PROBLEMS IN THE DIET-HEART ISSUE,1981,Review,WOS:A1981MM15000002,Yes,DIET,CHD,DIET,,,,D,,,,,0,7,Yes,3,Diet 
387,PERSKY V, AM J EPIDEMIOL, V114, P477, 10.1093/OXFORDJOURNALS.AJE.A113213,HEART-RATE - A RISK FACTOR FOR CANCER,1981,Article,WOS:A1981ML54600003,Yes,HEART RATE,CANCER,,,,,,,,,,0,6,Yes,4,Body fatness and Unspecified CHD 
388,POHORECKY LA, NEUROSCI BIOBEHAV R, V5, P209, 10.1016/0149-7634(81)90003-8,THE INTERACTION OF ALCOHOL AND STRESS - A REVIEW,1981,Review,WOS:A1981LL66700002,Yes,ALCOHOL,PSYCHOSOCIAL,ALCOHOL|PSYCHOSOCIAL,,,,,,A,,,0,4,Yes,6,Alcohol 
389,SHEKELLE RB, LANCET, V2, P1185,,DIETARY VITAMIN-A AND RISK OF CANCER IN THE WESTERN ELECTRIC STUDY,1981,Article,WOS:A1981MR84800001,Yes,DIET,CANCER,DIET,,,,,,,,,0,3,Yes,3,Diet 
390,SHEKELLE RB, PSYCHOSOM MED, V43, P117, 10.1097/00006842-198104000-00003,PSYCHOLOGICAL DEPRESSION AND 17-YEAR RISK OF DEATH FROM CANCER,1981,Article,WOS:A1981LT28100003,Yes,PSYCHOSOCIAL,CANCER,PSYCHOSOCIAL,,,,,,,,,0,3,Yes,7,Psychosocial
391,SOBOLSKI J, CARDIOLOGY, V67, P38, 10.1159/000173227,"PHYSICAL-ACTIVITY, PHYSICAL-FITNESS AND CARDIOVASCULAR-DISEASES - DESIGN OF A PROSPECTIVE EPIDEMIOLOGIC-STUDY",1981,Article,WOS:A1981KV35600005,Yes,EXERCISE,CHD,EXERCISE,,,,,,,PA,,0,8,Yes,5,Physical activity 
392,SPITZER L, APPETITE, V2, P293, 10.1016/S0195-6663(81)80018-9,HUMAN EATING BEHAVIOR - A CRITICAL-REVIEW OF STUDIES IN NORMAL WEIGHT AND OVERWEIGHT INDIVIDUALS,1981,Review,WOS:A1981MW81600004,Yes,DIET,BODY WEIGHT,DIET|BODY WEIGHT,,,,,,,,,0,1,No,,
393,HOPKINS PN, ATHEROSCLEROSIS, V40, P1, 10.1016/0021-9150(81)90122-2,A survey of 246 suggested coronary risk factors,1981,Review,WOS:A1981MC86500001,Yes,UNSPECIFIED,CHD,Unspecified CHD,SC,BP,C,,S,,,,2,33,Yes,3,Diet 
394,AGRAS WS, CIRCULATION, V66, P2,,RECRUITMENT - AN INTRODUCTION,1982,Editorial Material,WOS:A1982PR37300002,Error,,,,,,,,,,,,0,2,Yes,4,Body fatness and Unspecified CHD 
395,RUDENSKAYA GE, ZH NEVROPATOL PSIKH, V82, P267,,ROLE OF ALCOHOL IN THE ONSET AND COURSE OF CARDIOVASCULAR AND CEREBROVASCULAR DISEASES (REVIEW OF LITERATURE),1982,Review,WOS:A1982ND38300027,Foreign,,,,,,,,,,,,0,9,Yes,6,Alcohol 
396,GARCIAPALMIERI MR, AM J CARDIOL, V50, P749, 10.1016/0002-9149(82)91229-2,INCREASED PHYSICAL-ACTIVITY - A PROTECTIVE FACTOR AGAINST HEART-ATTACKS IN PUERTO-RICO,1982,Article,WOS:A1982PK60700014,Yes,EXERCISE,CHD,EXERCISE,,,,,,,PA,,2,7,Yes,5,Physical activity 
397,KOZAREVIC D, AM J EPIDEMIOL, V116, P748, 10.1093/OXFORDJOURNALS.AJE.A113464,DRINKING HABITS AND CORONARY HEART-DISEASE - THE YUGOSLAVIA CARDIOVASCULAR-DISEASE STUDY,1982,Article,WOS:A1982PQ74300003,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,2,7,Yes,6,Alcohol 
398,HEILBRUN LK, AM J EPIDEMIOL, V116, P353, 10.1093/OXFORDJOURNALS.AJE.A113419,THE EFFECTS OF NONRESPONSE IN A PROSPECTIVE-STUDY OF CANCER,1982,Article,WOS:A1982PC20600014,Yes,UNSPECIFIED,CANCER,,,,,,,,,,1,1,No,,
399,JONES BR, AM J CLIN NUTR, V35, P135,,A COMMUNITY STUDY OF CALORIE AND NUTRIENT INTAKE IN DRINKERS AND NON-DRINKERS OF ALCOHOL,1982,Article,WOS:A1982NB13500018,Yes,ALCOHOL,DIET,ALCOHOL|DIET,,,,,,A,,,1,9,Yes,6,Alcohol 
400,LIU K, CIRCULATION, V66, P1308, 10.1161/01.CIR.66.6.1308,"RELATIONSHIP OF EDUCATION TO MAJOR RISK-FACTORS AND DEATH FROM CORONARY HEART-DISEASE, CARDIOVASCULAR-DISEASES AND ALL CAUSES - FINDINGS OF 3 CHICAGO EPIDEMIOLOGIC STUDIES",1982,Article,WOS:A1982PR37200028,Yes,PSYCHOSOCIAL,CHD,PSYCHOSOCIAL,,,,,,,,,1,4,Yes,7,Psychosocial
401,[ANONYMOUS], JAMA-J AM MED ASSOC, V248, P2853,,CIRCULATING CHOLESTEROL LEVEL AND RISK OF DEATH FROM CANCER IN MEN AGED 40 TO 69 YEARS,1982,Article,WOS:A1982PS45800022,Yes,BLOOD LIPIDS,CANCER,BLOOD LIPIDS,,,,,,,,,0,3,Yes,4,Body fatness and Unspecified CHD 
402,BLOCK G, AM J EPIDEMIOL, V115, P492, 10.1093/OXFORDJOURNALS.AJE.A113331,A REVIEW OF VALIDATIONS OF DIETARY ASSESSMENT METHODS,1982,Review,WOS:A1982NL34000002,Yes,DIET,UNSPECIFIED,DIET,,,,,,,,,0,3,Yes,3,Diet 
403,CEDRES BL, CIRCULATION, V65, P146, 10.1161/01.CIR.65.1.146,"INDEPENDENT CONTRIBUTION OF ELECTROCARDIOGRAPHIC ABNORMALITIES TO RISK OF DEATH FROM CORONARY HEART-DISEASE, CARDIOVASCULAR-DISEASES AND ALL CAUSES - FINDINGS OF 3 CHICAGO EPIDEMIOLOGIC STUDIES",1982,Article,WOS:A1982MW84100022,Yes,ECG,CHD,Unspecified CHD,,,,,,,,,0,4,Yes,4,Body fatness and Unspecified CHD 
404,CONNOR SL, CIRCULATION, V65, P1290, 10.1161/01.CIR.65.7.1290,"THE EFFECTS OF AGE, BODY-WEIGHT AND FAMILY RELATIONSHIPS ON PLASMA-LIPOPROTEINS AND LIPIDS IN MEN, WOMEN AND CHILDREN OF RANDOMLY SELECTED FAMILIES",1982,Article,WOS:A1982NS55500002,Yes,AGE|BODY WEIGHT|PSYCHOSOCIAL,BLOOD LIPIDS,BODY WEIGHT|PSYCHOSOCIAL|BLOOD LIPIDS,,,,,,,,,0,2,Yes,3,Diet 
405,DEMACKER PNM, ATHEROSCLEROSIS, V45, P259, 10.1016/0021-9150(82)90227-1,"INTRA-INDIVIDUAL VARIATION OF SERUM-CHOLESTEROL, TRIGLYCERIDES AND HIGH-DENSITY LIPOPROTEIN CHOLESTEROL IN NORMAL HUMANS",1982,Article,WOS:A1982PU35400002,Yes,UNSPECIFIED,BLOOD LIPIDS,BLOOD LIPIDS,,,,,,,,,0,2,Yes,0,Serum cholesterol and Unspecified CHD 
406,DYER AR, J CHRON DIS, V35, P259, 10.1016/0021-9681(82)90082-0,PULSE PRESSURE .1. LEVEL AND ASSOCIATED FACTORS IN 4 CHICAGO EPIDEMIOLOGIC STUDIES,1982,Article,WOS:A1982NJ79200004,Yes,UNSPECIFIED,HYPERTENSION,HYPERTENSION,,,,,,,,,0,3,Yes,1,Blood pressure and Unspecified CHD 
407,DYER AR, J CHRON DIS, V35, P897, 10.1016/0021-9681(82)90121-7,RELATIVE WEIGHT AND BLOOD-PRESSURE IN 4 CHICAGO EPIDEMIOLOGIC STUDIES,1982,Article,WOS:A1982PW67700006,Yes,BODY WEIGHT,HYPERTENSION,BODY WEIGHT|HYPERTENSION,,,,,,,,,0,2,Yes,1,Blood pressure and Unspecified CHD 
408,GORDON T, ARTERIOSCLEROSIS, V2, P502, 10.1161/01.ATV.2.6.502,"RELATION OF DIET TO LDL CHOLESTEROL, VLDL CHOLESTEROL, AND PLASMA TOTAL CHOLESTEROL AND TRIGLYCERIDES IN WHITE ADULTS - THE LIPID RESEARCH CLINICS PREVALENCE STUDY",1982,Article,WOS:A1982PV54700008,Yes,DIET,BLOOD LIPIDS,DIET|BLOOD LIPIDS,,,,,,,,,0,4,Yes,3,Diet 
409,HAW MA, J HEALTH SOC BEHAV, V23, P132, 10.2307/2136510,"WOMEN, WORK AND STRESS - A REVIEW AND AGENDA FOR THE FUTURE",1982,Article,WOS:A1982NV43000003,Yes,PSYCHOSOCIAL,UNSPECIFIED,PSYCHOSOCIAL,,,,,,,,,0,3,Yes,7,Psychosocial
410,KLATSKY AL, ANNU REV NUTR, V2, P51, 10.1146/ANNUREV.NU.02.070182.000411,THE RELATIONS OF ALCOHOL AND THE CARDIOVASCULAR-SYSTEM,1982,Review,WOS:A1982NY86000003,Yes,ALCOHOL,CHD,ALCOHOL,,,,,,A,,,0,8,Yes,6,Alcohol 
411,MCGEE D, AM J CLIN NUTR, V36, P657,,WITHIN-PERSON VARIABILITY OF NUTRIENT INTAKE IN A GROUP OF HAWAIIAN MEN OF JAPANESE ANCESTRY,1982,Article,WOS:A1982PJ45600014,Yes,DIET,UNSPECIFIED,DIET,,,,D,,,,,0,8,Yes,3,Diet 
412,RUSH D, AM J CLIN NUTR, V35, P1259,,METHODOLOGIC STUDIES DURING PREGNANCY - THE RELIABILITY OF THE 24-HOUR DIETARY RECALL,1982,Article,WOS:A1982NR89000026,Yes,DIET,PREGNANCY,DIET,,,,,,,,,0,2,Yes,3,Diet 
413,SHEKELLE RB, AM J EPIDEMIOL, V115, P506, 10.1093/OXFORDJOURNALS.AJE.A113332,DIETARY LIPIDS AND SERUM-CHOLESTEROL LEVEL - CHANGE IN DIET CONFOUNDS THE CROSS-SECTIONAL ASSOCIATION,1982,Article,WOS:A1982NL34000003,Yes,DIET,BLOOD LIPIDS,DIET|BLOOD LIPIDS,,,,,,,,,0,8,Yes,3,Diet 
414,YATSU FM, CLIN NEUR, V29, P437,,ATHEROSCLEROSIS - THE ROLE OF LIPIDS,1982,Article,WOS:A1982PK09700024,Yes,BLOOD LIPIDS,CHD,BLOOD LIPIDS,SC,,,D,,,,,0,5,Yes,3,Diet 
415,YATSU FM, NEUROLOGY, V32, P1408, 10.1212/WNL.32.12.1408-A,DIETARY-CHOLESTEROL ATHEROSCLEROSIS AND STROKES - REPLY,1982,Letter,WOS:A1982QB22600026,Inaccessible,,,,,,,,,,,,0,3,Yes,3,Diet 
416,KHALTAEV NG, TERAPEVT ARKH, V55, P59,,EFFECT OF NUTRITION ON THE DEVELOPMENT OF CORONARY HEART-DISEASE,1983,Article,WOS:A1983QT93200015,Foreign,,,,,,,,,,,,0,2,Yes,0,Serum cholesterol and Unspecified CHD 
417,HUBERT HB, CIRCULATION, V67, P968, 10.1161/01.CIR.67.5.968,OBESITY AS AN INDEPENDENT RISK FACTOR FOR CARDIOVASCULAR-DISEASE - A 26-YEAR FOLLOW-UP OF PARTICIPANTS IN THE FRAMINGHAM HEART-STUDY,1983,Article,WOS:A1983QM76300005,Yes,BODY WEIGHT,CHD,BODY WEIGHT,,,,,,,,BF,2,5,Yes,4,Body fatness and Unspecified CHD 
418,PETERS RK, JAMA-J AM MED ASSOC, V249, P3052, 10.1001/JAMA.249.22.3052,PHYSICAL-FITNESS AND SUBSEQUENT MYOCARDIAL-INFARCTION IN HEALTHY WORKERS,1983,Article,WOS:A1983QT03700019,Yes,EXERCISE,CHD,EXERCISE,,,,,,,PA,,1,1,Yes,5,Physical activity 
419,CARTER C, AM HEART J, V105, P674, 10.1016/0002-8703(83)90493-3,HEMATOCRIT AND THE RISK OF CORONARY HEART-DISEASE - THE HONOLULU-HEART-PROGRAM,1983,Article,WOS:A1983QJ63500020,Yes,OTHER BLOOD,CHD,Unspecified CHD,,,,,,,,,0,7,Yes,4,Body fatness and Unspecified CHD 
420,CURATOLO PW, ANN INTERN MED, V98, P641, 10.7326/0003-4819-98-5-641,THE HEALTH CONSEQUENCES OF CAFFEINE,1983,Review,WOS:A1983QP38100014,Yes,CAFFEINE,UNSPECIFIED,CAFFEINE,,,C,,,,,,0,13,Yes,2,Caffeine 
421,EICHNER ER, AM J MED, V75, P1008, 10.1016/0002-9343(83)90882-3,EXERCISE AND HEART-DISEASE - EPIDEMIOLOGY OF THE EXERCISE HYPOTHESIS,1983,Review,WOS:A1983RT79200023,Yes,EXERCISE,CHD,EXERCISE,,,,,,,PA,,0,9,Yes,5,Physical activity 
